uniprot_accession	gene_symbol	mitocarta_status	mitocarta_compartment	mitocarta_is_matrix	mitocarta_is_im	mitocarta_is_ims	mitocarta_is_om	has_transit_peptide	transit_peptide_start	transit_peptide_end	transit_peptide_note	has_signal_peptide	signal_peptide_start	signal_peptide_end	uniprot_subcellular	is_hsp60_substrate	is_in_mito_proteome	targeting_classification
P51970	NDUFA8	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:21310150}; Peripheral membrane protein {ECO:0000269|PubMed:21310150}. Mitochondrion intermembrane space {ECO:0000269|PubMed:21310150}. Mitochondrion {ECO:0000269|PubMed:23676665}.	True	True	Inner membrane (MIM)
P52758	RIDA	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8973653}. Nucleus {ECO:0000269|PubMed:8973653}. Peroxisome {ECO:0000250|UniProtKB:P52759}. Mitochondrion {ECO:0000250|UniProtKB:P52759}. Note=Mostly cytoplasmic but, in less differentiated cells occasionally nuclear. {ECO:0000269|PubMed:8973653}.	False	True	Non-canonical matrix import
P52815	MRPL12	MitoCarta	Matrix	True	False	False	False	True	1.0	36.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:27184847, ECO:0000269|PubMed:8626705}.	False	True	High-confidence matrix
P53007	SLC25A1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q8JZU2}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
P53370	NUDT6	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:17569023, ECO:0000269|PubMed:37343711}. Note=Localizes exclusively to the mitochondria. {ECO:0000269|PubMed:37343711}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:17569023}. Cytoplasm {ECO:0000269|PubMed:17569023}.	False	True	Non-canonical matrix import
P53396	ACLY	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:9116495}.	False	True	Non-canonical matrix import
P53597	SUCLG1	MitoCarta	Matrix	True	False	False	False	True	1.0	40.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03222}.	True	True	High-confidence matrix
P53701	HCCS	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:17033964}. Membrane {ECO:0000269|PubMed:23150584}; Lipid-anchor {ECO:0000305|PubMed:25255805, ECO:0000305|PubMed:25807930}.	False	True	Intermembrane space (IMS)
P54098	POLG	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:10827171, ECO:0000269|PubMed:18063578}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:18063578}.	True	True	Non-canonical matrix import
P54819	AK2	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000255|HAMAP-Rule:MF_03168}.	True	True	Intermembrane space (IMS)
P54868	HMGCS2	MitoCarta	Matrix	True	False	False	False	True	1.0	37.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P22791}.	False	True	High-confidence matrix
P54886	ALDH18A1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:26297558, ECO:0000269|PubMed:26320891}. Mitochondrion matrix {ECO:0000269|PubMed:32770108}. Note=Exhibits puncta-like structures inside mitochondria under nutrient stress (PubMed:32770108). When cellular dependence on oxidative phosphorylation increases, forms filaments, which may increase its activity, and is sequestered in a subset of atypical mitochondria that lack cristae and ATP synthase (PubMed:39506109). {ECO:0000269|PubMed:32770108, ECO:0000269|PubMed:39506109}.	True	True	Non-canonical matrix import
P55084	HADHB	MitoCarta	MIM	False	True	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:21527675}. Mitochondrion inner membrane {ECO:0000269|PubMed:21527675}. Mitochondrion outer membrane {ECO:0000269|PubMed:21527675}. Endoplasmic reticulum {ECO:0000269|PubMed:21527675}. Note=Protein stability and association with membranes require HADHA. {ECO:0000269|PubMed:29915090}.	True	True	Inner membrane (MIM)
P55211	CASP9	MitoCarta	IMS	False	False	True	False	False				False				False	True	Intermembrane space (IMS)
P55789	GFER	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion intermembrane space. Mitochondrion {ECO:0000269|PubMed:23676665}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Secreted.	False	True	Intermembrane space (IMS)
P55809	OXCT1	MitoCarta	Matrix	True	False	False	False	True	1.0	39.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:B2GV06}.	False	True	High-confidence matrix
P55851	UCP2	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P70406}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
P55916	UCP3	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P56501}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
P55957	BID	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14583606}. Mitochondrion membrane {ECO:0000269|PubMed:14583606}. Mitochondrion outer membrane {ECO:0000269|PubMed:29531808}. Note=When uncleaved, it is predominantly cytoplasmic. {ECO:0000269|PubMed:14583606}.; SUBCELLULAR LOCATION: [BH3-interacting domain death agonist p15]: Mitochondrion membrane {ECO:0000269|PubMed:9727491}. Note=Translocates to mitochondria following cleavage. {ECO:0000269|PubMed:9727491}.; SUBCELLULAR LOCATION: [BH3-interacting domain death agonist p13]: Mitochondrion membrane {ECO:0000250|UniProtKB:P70444}. Note=Associated with the mitochondrial membrane. {ECO:0000250|UniProtKB:P70444}.; SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:14583606}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000269|PubMed:14583606}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion membrane {ECO:0000269|PubMed:14583606}. Note=A significant proportion of isoform 2 localizes to mitochondria, it may be cleaved constitutively. {ECO:0000269|PubMed:14583606}.	False	True	Outer membrane (MOM)
P56134	ATP5MF	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	False	True	Inner membrane (MIM)
P56181	NDUFV3	MitoCarta	MIM	False	True	False	False	True	1.0	34.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.	False	True	Inner membrane (MIM)
P56277	CMC4	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:7784073}.	False	True	Intermembrane space (IMS)
P56378	ATP5MPL	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:24330338}; Single-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
P56381	ATP5F1E	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	False	True	Inner membrane (MIM)
P56385	ATP5ME	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	False	True	Inner membrane (MIM)
P56556	NDUFA6	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.	True	True	Inner membrane (MIM)
P56962	STX17	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:23006999}; Multi-pass membrane protein {ECO:0000255}. Smooth endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9Z158}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:23006999}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:23217709, ECO:0000269|PubMed:25686604, ECO:0000269|PubMed:26416964, ECO:0000269|PubMed:28306502, ECO:0000269|PubMed:29420192}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250|UniProtKB:Q9Z158}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9Z158}. Mitochondrion membrane {ECO:0000269|PubMed:23217709, ECO:0000269|PubMed:28504273}; Multi-pass membrane protein {ECO:0000255}. Autolysosome membrane {ECO:0000269|PubMed:37821429}; Multi-pass membrane protein {ECO:0000255}. Note=Has a hairpin-like insertion into membranes. Localizes to the completed autophagosome membrane upon cell starvation (PubMed:23217709). Colocalized with RAB39A and RAB39B in autolysosomes in autophagy-induced conditions (PubMed:37821429). {ECO:0000269|PubMed:23217709, ECO:0000269|PubMed:37821429}.	False	True	Outer membrane (MOM)
P57105	SYNJ2BP	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:32973005}.	False	True	Outer membrane (MOM)
P58557	YBEY	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22042635}.	False	True	Non-canonical matrix import
P59942	MCCD1	MitoCarta	unknown	False	False	False	False	True	1.0	24.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14527716}.	False	True	Mitochondrial (with MTS)
P60602	ROMO1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16842742, ECO:0000269|PubMed:19535734}; Single-pass membrane protein {ECO:0000269|PubMed:16842742, ECO:0000269|PubMed:19535734}.	False	True	Inner membrane (MIM)
P61604	HSPE1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix.	False	True	Non-canonical matrix import
P62072	TIMM10	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11489896, ECO:0000269|PubMed:14726512}; Peripheral membrane protein {ECO:0000269|PubMed:11489896, ECO:0000269|PubMed:14726512}; Intermembrane side {ECO:0000269|PubMed:11489896, ECO:0000269|PubMed:14726512}.	False	True	Inner membrane (MIM)
P62244	RPS15A	Not in MitoCarta		False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23636399}. Nucleus, nucleolus {ECO:0000269|PubMed:34516797}.	True	False	Non-mitochondrial / no targeting signal
P62269	RPS18	Not in MitoCarta		False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23636399}.	True	False	Non-mitochondrial / no targeting signal
P78537	BLOC1S1	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:22309213}. Mitochondrion matrix {ECO:0000269|PubMed:22309213}. Cytoplasm, cytosol {ECO:0000269|PubMed:22309213}. Lysosome membrane {ECO:0000305|PubMed:25898167}.	False	True	Mitochondrial (other/unspecified)
P78540	ARG2	MitoCarta	Matrix	True	False	False	False	True	1.0	22.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:8898077}.	False	True	High-confidence matrix
P78549	NTHL1	MitoCarta	unknown	False	False	False	False	True	1.0	22.0	Mitochondrion	False			SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03183, ECO:0000269|PubMed:10882850, ECO:0000269|PubMed:12531031, ECO:0000269|PubMed:9611236}. Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03183, ECO:0000269|PubMed:9611236}.	False	True	Mitochondrial (with MTS)
P80404	ABAT	MitoCarta	Matrix	True	False	False	False	True	1.0	28.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix.	False	True	High-confidence matrix
P82650	MRPS22	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	True	True	Non-canonical matrix import
P82663	MRPS25	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	True	True	Non-canonical matrix import
P82664	MRPS10	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	False	True	Non-canonical matrix import
P82673	MRPS35	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	True	True	Non-canonical matrix import
P82675	MRPS5	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	True	True	Non-canonical matrix import
P82909	MRPS36	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P82908}.	True	True	Non-canonical matrix import
P82912	MRPS11	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	False	True	Non-canonical matrix import
P82914	MRPS15	MitoCarta	Matrix	True	False	False	False	True	1.0	57.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:27184847}.	True	True	High-confidence matrix
P82921	MRPS21	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	False	True	Non-canonical matrix import
P82930	MRPS34	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279123}.	True	True	Non-canonical matrix import
P82932	MRPS6	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	True	True	Non-canonical matrix import
P82933	MRPS9	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	True	True	Non-canonical matrix import
P83111	LACTB	MitoCarta	IMS	False	False	True	False	True	1.0	115.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11551941, ECO:0000269|PubMed:19858488, ECO:0000269|PubMed:28329758}.	False	True	Intermembrane space (IMS)
P84085	ARF5	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:17555535}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:17555535}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:P84084}; Lipid-anchor {ECO:0000250|UniProtKB:P84084}.	False	True	Mitochondrial (other/unspecified)
P86397	HTD2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:17898086}.	False	True	Non-canonical matrix import
P99999	CYCS	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space. Note=Loosely associated with the inner membrane.	False	True	Intermembrane space (IMS)
Q00059	TFAM	MitoCarta	Matrix	True	False	False	False	True	1.0	42.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:1737790, ECO:0000269|PubMed:18063578, ECO:0000269|PubMed:22841477, ECO:0000269|PubMed:29445193}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:18063578}.	False	True	High-confidence matrix
Q00325	SLC25A3	MitoCarta	MIM	False	True	False	False	True	1.0	49.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:40652815}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P12234}.	False	True	Inner membrane (MIM)
Q02127	DHODH	MitoCarta	MIM	False	True	False	False	True	1.0	10.0	Mitochondrion; not cleaved	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10727948}; Single-pass membrane protein {ECO:0000269|PubMed:10727948}.	False	True	Inner membrane (MIM)
Q02218	OGDH	MitoCarta	Matrix	True	False	False	False	True	1.0	40.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:29211711}. Nucleus {ECO:0000269|PubMed:29211711}. Note=Mainly localizes in the mitochondrion. A small fraction localizes to the nucleus, where the 2-oxoglutarate dehydrogenase complex is required for histone succinylation. {ECO:0000269|PubMed:29211711}.	True	True	High-confidence matrix
Q02221	COX6A2	MitoCarta	MIM	False	True	False	False	True	1.0	12.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07471}; Single-pass membrane protein {ECO:0000250|UniProtKB:P07471}.	False	True	Inner membrane (MIM)
Q02252	ALDH6A1	MitoCarta	MIM	False	True	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305|PubMed:23835272}.	False	True	Inner membrane (MIM)
Q02318	CYP27A1	MitoCarta	MIM	False	True	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P17178}; Peripheral membrane protein {ECO:0000250|UniProtKB:P17178}. Note=Post-translationally targeted to mitochondria. All three of the receptor proteins in the TOM complex, TOMM70, TOMM20 and TOMM22 are required for the translocation across the mitochondrial outer membrane. After translocation into the matrix, associates with the inner membrane as a membrane extrinsic protein. {ECO:0000250|UniProtKB:P17178}.	False	True	Inner membrane (MIM)
Q02338	BDH1	MitoCarta	MIM	False	True	False	False	True	1.0	46.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q02337}. Mitochondrion matrix {ECO:0000250|UniProtKB:Q02337}.	False	True	Inner membrane (MIM)
Q02978	SLC25A11	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P97700}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q04837	SSBP1	MitoCarta	Matrix	True	False	False	False	True	1.0	16.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:18063578, ECO:0000269|PubMed:31550237, ECO:0000269|PubMed:31550240}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:18063578, ECO:0000269|PubMed:31550240}.	True	True	High-confidence matrix
Q05932	FPGS	MitoCarta	Matrix	True	False	False	False	True	1.0	42.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion inner membrane {ECO:0000269|PubMed:16169100}. Mitochondrion matrix {ECO:0000269|PubMed:16169100, ECO:0000269|PubMed:8408020, ECO:0000269|PubMed:8662720}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:8662720}.	False	True	High-confidence matrix
Q06055	ATP5MC2	MitoCarta	MIM	False	True	False	False	True	1.0	66.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion membrane; Multi-pass membrane protein.	False	True	Inner membrane (MIM)
Q07021	C1QBP	MitoCarta	Matrix	True	False	False	False	True	1.0	73.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:15031724, ECO:0000269|PubMed:17486078, ECO:0000269|PubMed:19164550, ECO:0000269|PubMed:9305894}. Nucleus {ECO:0000269|PubMed:18676636, ECO:0000269|PubMed:9299613}. Nucleus, nucleolus {ECO:0000269|PubMed:21536856, ECO:0000269|PubMed:32958672}. Cell membrane {ECO:0000269|PubMed:10747014, ECO:0000269|PubMed:11493647, ECO:0000269|PubMed:12574814, ECO:0000269|PubMed:8195709, ECO:0000269|PubMed:8662673, ECO:0000269|PubMed:9191880, ECO:0000269|PubMed:9233640}; Peripheral membrane protein {ECO:0000269|PubMed:12574814, ECO:0000269|PubMed:8662673, ECO:0000269|PubMed:9191880}; Extracellular side. Secreted. Cytoplasm {ECO:0000269|PubMed:11493647, ECO:0000269|PubMed:9299613}. Note=Seems to be predominantly localized to mitochondria. Secreted by activated lymphocytes. Localizes to the nucleolus when coexpressed with POLGARF (PubMed:32958672). Interaction with POLGARF is likely to result in prevention of C1QBP maturation and redirection from mitochondria to nucleoli (PubMed:32958672). {ECO:0000269|PubMed:32958672}.	True	True	High-confidence matrix
